reviewerID,graph_degree,graph_weighted_degree
A2PDKKY9924V8A,1762,7180
A3EMSV4RL1SV4N,22,67
AZ0M975D5Q8RB,803,2416
A2TPH50WH6K7LI,2,6
AQIJGYCQ2TX7,6,18
A2GGIKC8EHNKX0,1,3
AVNG1KH7YDC4K,3,9
A1KKSS8D6YB8PP,10,32
A1ROUMJOGO4QMB,2,6
A1VS1G5JTLMI02,839,2570
A2Y1T08G2ESEMB,2,6
A3QC2C4MBG1III,814,2487
A1WOPNMKWHQV3J,2,6
A28MM3LTECDM1T,3,9
A4QBSP4CYIJGZ,1,3
AHYFP0I1XZHP5,7,21
AVBUE8Y29W6JI,1755,7021
A2RNMZQVS83LW5,7,21
A36I1H1PKBWQAE,1,3
AJI9M38IQ2FK0,6,19
A3GGVGS0C9J73,1,3
A3ET07GFHXEQRA,1,4
A2ZBSEZ211C4QW,831,2555
A1W6NL0EV93MFY,1,3
ARA4BQAQ8NLJG,15,45
A3GN0LEE878E3L,3,9
AEGB49B843XLF,25,75
A1H42U9QDI9YGM,1755,7021
A1A0VLMS2QQ9AG,1,3
A2FDX19XVVG1L7,1,3
A3SFPD4AD6I77T,2,6
ANQRGI79HHJPQ,42,131
A1CK344CCC3X0M,1,3
A37F5MF8YVQUP,1,3
A1X0XVJMFKCWS2,814,2471
A14JUDR9SW3PFR,4,15
AJOK2CO9LSF37,12,37
A2UL3WEZWGVDSR,1755,7051
A2J8SA2ADMLYQH,3,10
A3LY1KRK5UFPDV,1,3
A1YPXX9H1EQC3P,13,39
A16DQFPRWLRJ78,179,619
A3C9E8I959XR49,1,3
A1A45K51O5W6WS,18,61
AO1SN5RZE15BP,1755,7024
A2Z5X7QJZ1GHI1,2,8
A3S9Y7VVGXY5Q6,1,3
A2SSN6T7NP979E,5,15
A13H0IUAT1LH53,1755,7031
A399YXUT2P6V41,1,3
A2Q9RBWT7PFY6C,1,3
AOIJQENBPSA51,5,15
A2B58VXLLOFQKR,1,3
A2NYLAJ4PI0CVK,9,29
A1JTRNL3VGSHGT,1,3
A3G9EW61VA6A01,7,22
A3V4SMFGNFIZR0,23,70
A1F19608KVBVZY,1,3
A3RFHJCHQ99LJ4,240,735
A3EV3PHL4GI90W,2,6
A3IONYEMNKKS2H,851,2668
A3CCZQ0H6IIVDG,1755,7036
A3593ASIOH6G9O,792,2379
A1LX2GLW95V58K,59,178
A17AWKKZ62ZW5C,3,9
AE6D6BAK6BLK8,1,3
A26E1V45R24QVC,82,255
A2ZJ9CFB5QJ6N5,1,3
A3LBP26PU6U96A,19,57
A3INITPVRAXFOK,175,529
A3VDB6MO98TKT9,1755,7049
A1JYN6YY1OQJGX,8,25
A3U4HWDM8ZCP7X,55,180
A7WTP11MKSTMJ,1,3
A3K5MXG36UX5YS,1755,7026
A2UEVMY85X3E8Q,5,20
AUTJ1RMK095QM,1,3
A2GCSI1E6JIN9O,1,3
A1QIXOP75BS29C,9,27
A2WYOEME2ADZAL,1,3
AK6GI2BAQWPZO,1,3
A2HRBTPMVR0WRZ,797,2393
ALHIXZWFNNZPW,3,9
A2H07UO86N1YC2,2,6
A2ZY199QQQY3FB,811,2455
A12GIOKE26ZFKJ,9,27
AOJH8F4SYAAPZ,1,3
AELKADSF4UJZN,1,3
A3CQAPL8BNBRQZ,1,3
AMZ8MTFHMKMAF,20,61
A17RFKCYS69M3Y,8,24
A1QG5MN3W5JRZU,793,2396
A19JXDFDBUK5M3,1,3
A1ALI52OHK4P6W,1,3
A2C9XAU7DO05C,2,6
AK758LVTBPXQX,28,84
AVEDF0OLEYGA2,1755,7044
A2I7LG2P04A2IB,117,406
A3G40OIPT4I040,40,122
A3RHPUZBOP4D47,5,18
A3QO0ZJPSDMDW3,68,204
AHY538BE0H4P4,9,31
A30L0E3T5J7V1Q,1,3
ANVCQCFE2V15U,24,73
A1O4EQRFYAI7RQ,2,6
A6PE55V64U5HZ,3,10
A1N8EL2Y7OEJHQ,1,4
A3AHF2HMN806LO,92,291
A2DIM09WP6B9UC,1756,7039
AFQ39WXSM8FWI,1755,7021
A193TDP9D2DRC8,1,3
A2U850JMT44NLZ,7,21
A3UEVJXIPJ06AY,824,2498
AT5F1MKA8C2IZ,238,736
AYJG6V3AQONGG,22,70
A82JF1PTWCZBC,1755,7065
A2XQ8WZMZ4HCMS,812,2452
A2NOZB6VZCTOI4,37,112
A3KNGMX2RVQG91,3,9
A2DZLRDAPYMQOQ,1755,7046
A2XI4DXEPZUGA2,194,586
AEQ4UWI5KZQEK,4,12
A33TF52MM6PLXS,5,15
AOX51LGDI2XP3,5,15
A31O0UKIW41TNZ,1,3
A1MT3GSY4YZ2MF,4,12
A1SEX6Z8Z0KVJV,791,2376
A2IC40UJXVKVCJ,51,161
A34488HCARTJ82,1899,8040
A1TFH8GU91KIBO,19,58
A247EP02QKLB16,37,112
A2FIYXK97CTS6D,253,794
ADJ1560X0QNAA,50,152
A18IXDQRDXFTII,1,3
A3DXKFYZQ5G29N,1755,7064
A3GLD5QF1HMGO0,6,19
AYXL8BSG3YY97,1,3
A1R6ZU84JL25TF,1755,7023
A2WASOSTQ5LF9T,1768,7439
A3TPLAIA1S2AII,3,9
A2ZDCV3EVVK5QN,1,3
A1CKNNV7JYA827,26,78
ANN2R6JCSUEKC,1,3
A2YGUUEFGJWMQK,9,29
AH8LYOHE4IH31,2,6
A31F2CVLIF9SG1,21,63
A1F1A0QQP2XVH5,1,3
A3TJAB9HQ5HNLP,1759,7111
A1IT8QFRAYVO15,801,2415
A2HNEY2CVEAT84,33,102
A136IQFGB01KQB,1773,7269
A320SPVFTUVGYI,1756,7095
A17NVM7IAPF2NS,1,3
A22D2TFMFGHMPH,3,9
A3OSDZA732OLGZ,7,22
A1H1F5NORFN3OD,813,2470
A2BCB516A8HV6K,1,3
ANAWDZP1PRD5J,5,15
A150T4FXVOMOUL,1,3
A2T372SGRFAWYP,9,28
A1SQA2GX15DG7K,1,3
A156CAG1B8IUPX,2,6
AFUJB4MUQSBEV,1,3
A2K701I1YXFYCK,6,19
A1NV6BXGGTMRQ4,1,3
A6W7Q3CEKZBZL,1,3
A6EQ3XCIR17OE,1,3
A34D6JJI46HB2H,15,46
A20N2TUFC4CMP6,1782,7325
A3DGGUCL3NWAVN,3,9
A1Y225FC61PJJ3,5,15
AGH6UUAIAZLMB,1,3
A1Q1AACFDDPK26,1,3
A278CZM7C2OO8A,2,6
A2C876EYLNMRBC,1,3
A29SISUDHFRI1N,25,81
A2IFKMKKXV8AVU,26,86
A2V0YH86NKTGX1,3,9
AZMPI8PVXEMSD,1,3
A3KGW9J394EHK2,2,6
A3U6U68Z9K2UKD,1,3
A2Z2E4K3JZP34X,5,20
A21YLNJP0S3TID,7,21
A1DOFS49C4KHH0,1755,7066
A18USXY0TISJJ2,5,15
A19S7QO9W70PL0,68,211
A3NH313EY0IEZK,2,6
A1KA8BYHHXWTYV,8,24
A1B9Q3SNKI6T5V,1,3
A1UQTK3JYLSXI4,2,6
A2IOSJN7ENE4MN,8,24
A3AZB1P58VUUX6,2,6
A35V6LTQMT6ZIU,1,3
A2CHBPVZ3UIJ0Q,54,179
A31CGYZ8MMAJEK,1801,7570
A64P1FGX6YBRM,3,9
A2W70360BSX4HO,95,295
A2FGR5JPHVA605,3,9
A1UB1PA6MHBLCP,51,154
A1P3RTQKM8BRBL,850,2619
A1C72G8560MU9J,1,3
APZR5A8J2JQBZ,10,30
A2I59JVPW02U8P,1755,7049
A3NKOQKXYJGZDX,19,61
AEMV9IMH665B9,2,6
A2JS87DD1ELU9J,1,3
A7TRK2GG6BHWD,2,6
A1ZQVN0F0FURHH,11,35
A24IO6G3W158E4,1,3
A1Q8XR4BT5X8T0,172,523
A2P4TST4DOZO66,1,3
A1TWEBKVZDD2JJ,1788,7313
A3ED62JLDF3VUL,1,3
A36EW68H08UOCS,805,2440
A2R7SCM7QO30EP,7,21
A38ZIRSYLBT3E5,116,351
A1PUYAQUNTF834,1,3
A3LCCIZCPSJ25Q,1,3
AZDQOQB8ZTYO,1,3
A2KXPA08S1W5L1,10,33
A1XNCV67JBJVF7,2,6
A2F8XW2W1TAHP7,1,3
A2O9XSAL5U6VOR,2,6
A27MVRJY04FMNG,6,20
A3NIG82WQVBRAN,1,3
ACGSKBNSQWTFH,878,2736
A2UFR77GOUKRQ3,1755,7039
A2UZE68LTTOQ2Z,4,12
A5DGAR19E5WQG,1755,7103
A19GZRACJ4TMY2,1,3
A1DXM2L0WDQI5X,12,36
A10U65TXJ0M4KN,1,3
A5QFYWTO4E6MR,854,2631
A1DUJANIRVZ9ZY,832,2548
A3HO6OTH6KEKFM,3,9
A25XVVIZ113ZUW,2,6
A67OJZLHBBUQ9,15,51
A39XJI5KNNWAC3,28,84
A2P3T5D7ZBMAOZ,1,3
A12UDF9W1UDKRQ,3,9
A3TDAL3FEG0LRE,1,3
ATZBCOMN5WZ8D,15,45
A1DOKWAFHIGE8C,4,12
A6I6HQCAFEMXV,3,10
AA43GIBY8GACZ,1755,7080
A3KHE737E13QGC,12,36
A1IDGKG5OGFY6J,27,83
A1INVN7Y65OJOF,7,21
A2BVDE3S83K3VI,7,21
A2TTAGETIN1QEF,9,28
A3U40AW20PGZLQ,5,15
A1XJQ7RA9X4AV1,4,12
A1W32QV0W119DU,792,2379
A3K6SF7P72DSFV,1755,7139
A36KWGMZ4IG7DR,3,9
A2B78RXJ2PB6ZD,1,3
A1B1GP7RU43UL,27,82
A2DW9HRMDLQQGG,1,5
A3QIWR2O45M3MG,7,21
A19C2ER2RXVW7K,1,4
A1XFFRKGR13R93,2,6
A2B4U33TDJTZLQ,21,64
A2QWRQ989FPU43,1,3
AS20F5BGOD24N,1755,7059
A2I9NIU3YAZ54M,4,12
A1TF0DLB2AZ109,1,3
A111D2IXXLTOO3,1,3
A2J1UBK5V84RYR,6,18
A1HDN01Y8S8B40,1,3
A17K90R2J54OX5,1,3
A1CKCMQE9QGHF0,9,29
A3DLUORVGLB1FO,1755,7043
A69P5UUU6NRPD,10,32
ADDH1OEAINWJN,1,3
A2VVWVBI9Y7KN8,4,12
ABOJJ8VFU9UCL,1755,7034
A1GSQ7I8ONQIYJ,1755,7045
A258QQBPJF0VA4,1,3
A2S8G6OVAK19EX,3,9
A2JMPQJH35825,1,3
A1NYJ4BEEPRM8B,1755,7031
A2S9M3F1Z2XIQG,827,2542
A3EBS7802CYRAG,1,3
A1PO2WOQ0LO73Y,6,18
A3AEV988Y41BLV,120,364
AY9Z10YOMHHX3,3,9
A3PEPQHQEYUWC8,4,12
ACF9EC9LHS7YT,1,3
A1W5B7BR8RGLX4,5,16
A8CRIQMMOK4SD,5,15
AYYICON0R31CO,1,3
A13WP33DWRIPZ0,1,3
A1ZUASNNFBADAL,6,19
AWD442GJ6GL26,1755,7021
APPFKLBORAOS,1,4
A2O3KDOE0PF7R1,1755,7020
A38EESXGXN9YLB,3,9
A131MZI2OEC8BX,3,9
AHXM0YCVVSCVX,165,510
A2NYK9KWFMJV4Y,379,1271
A5A4U7VQFTDWA,163,490
A36F0NJX0VCRQA,9,29
A1K8E597YAFQQG,4,13
A2FC76D8BXG0PR,1755,7063
A190ZOA1FMJ9FO,32,98
A1N2N467YHR2L8,15,45
A2I354ZIB4MGVB,1,3
AIR1587LHP1ZM,6,19
A22OB4MV6UJE0Q,25,84
A3ER0BIWOFRWQH,36,108
A9H5SBCZLQNGO,1,3
A3GMU2U6M8A7B6,8,27
A32YQ7ACYS2TZ8,2,6
A2MIYK7ZKM0OEN,2,6
AW40QPRSEGLOS,1,3
A25H8615W55HEU,5,15
A3M05N9UWHIXUI,3,10
A2AMZ36K45VLOP,26,79
A2W9FUIARMNR7K,835,2552
A24X3CY1MNQAFW,267,814
AYP7YOSLPC5NP,457,1520
A2KZ9BPU43KKAI,4,12
A2HVHPWKQP4I5E,20,60
A14FT3RYMQF4AC,35,105
A3VBDJQQSRGG08,11,33
AHQTXJQX2584I,845,2583
A2M6KXBIDUOWC2,8,24
A2MHT5666UPQ0C,3,9
A2N8R419VUU9RL,2,6
A3A585A76C63NH,1,3
A2MZU6CDPCSLHQ,2,6
A1HPC4BDRLR60,28,87
A2WTGMPVDMSAA8,4,13
A3JB63VL08CSK9,1,3
A3DNY86P8GYZTO,3,9
AOE7DR7F1C7D5,4,12
A18KO925KQXPY6,3,9
A2N0OHDMIOEJQS,1756,7129
A1CTPCBBYKMSFQ,1,3
A2RM1B4RXUESPO,1755,7051
A1CXQ942L5P01M,4,12
AIE8SU3FJWEHR,1,3
A2AU79QNPXAVG6,1,3
A24JT1WLEE6SLA,1,3
A3OT1XISODMCBY,1,3
A2SODCKGVNAAC1,2,6
A2E5KK03W79SQ7,2,6
A1VAJ064JQ7BSL,85,264
APAR6ADOJLPG8,96,300
A3AZUCZ2C6H6L3,3,9
A33OF1WDSH60MD,1,3
A1VD0NBDD7YD83,2,6
A1C1W5AEU9X1X2,1,3
ACWU62OCPCOF0,1762,7115
A2RUV29J253TMV,17,55
A7LONDXUN5GP6,72,221
A1FFB86NPOXTJJ,1755,7027
A2TAV8EBEQQBB1,2,6
A32SUIEEW3K443,1,3
A3N3JNTOSPN0CW,1,3
A1SG2AYXU6MYVF,1,3
A1U3XREZ0K8NKN,1,3
A270RRL07AG1R4,50,160
A34TP718T4VGPV,288,957
A2FQF8C8IGXKC2,791,2375
A2XY1CTKQY7IBY,1,3
ADKLLO72HIPJA,1,3
A2JBCDD6V0N7FY,2,6
A2V5KV3SBOAOH3,1756,7086
A3AHO3Y6KQLG9O,1,3
A32J78FAE20UQB,23,74
A17TVAKM0VAO9,76,228
A31VSPWH1MY3RR,1,3
AQXMZXMQ2V9RH,12,36
A23NCKH61PJ22C,3,9
A3353X5CN1KTC8,1,3
A2U6OQ5NJI2HG8,793,2383
A1EUO0BU72JR7T,334,1127
A2RB9I3S1B3Y9C,4,12
A231SVFJJ8FQLW,1755,7039
A3PHA0IB9HXOYZ,813,2484
AQ7Q7O2ZEXKVY,1755,7082
A3S9ZI9KKQQTH0,1755,7025
ABQKFCH6HX29N,3,9
A2910Q67HYWNLA,4,13
A3BTH66WVCQAM9,125,391
AQ4A9M5EGI9NY,1,3
A2C00NNG1ZQQG2,20,62
A39IIQ8SGUWYZ5,6,18
A1TNXHKVPVBVWE,6,18
A2LSZHMZCHVHP8,1755,7037
A4XRK1I1CJGSA,1755,7021
A3E8OHFKRF3YY4,1755,7020
A2UFB9K0GJRP3B,1,3
AS29CV8X0MHEC,1755,7096
A7RCAS98H1V39,2,6
A2SKSS5GW8NGY0,13,39
A3STQPE50X2O5Q,3,9
A3FQ9WYUHG9CD,7,22
A25HRXSNSK4PME,1,3
A1R25Z3BJ60SZ8,1,3
A2V6X450KTUX4G,6,18
A3VZWRJK36PK3Y,7,22
A395RAGWIW4G6S,1,3
AN2OZ2S80NTP9,1,3
A2IXSZP3NGH1UO,4,12
A3UQEHYFUXS2YC,16,48
A8SOVMOENR0Z6,15,45
A2IU0GGLSJQOTO,791,2374
AF331KJH45RIH,1761,7131
AV9E7SJWU0PQ9,1,3
A3PGVJF37JSHFO,110,350
A2QPRXTLYLV18U,1,3
A2C67461WSNGB,895,2813
AF71W2CB73UG2,8,24
A367L088Y40ZF6,5,15
A2V9R0KCU8X6EH,1,3
A2Z9JF8PVQ0RPZ,57,172
A1JZ7GG5J2QZWY,23,69
AUNPH17AQRJKU,9,27
A1G3NW5D9QWTHJ,1,4
A21CMZJX9NAVGI,9,27
A1W1JG0CVHTS8L,1,3
A2PGVWVK9IOEUJ,2,6
A1UY6D4PZXPV4Q,1,3
A1RRFZFS0YVYTQ,1755,7020
A2JWVX9VH88RVM,5,15
A26XUI491EE3XL,1,3
A378JSF2LMHHSJ,1,3
AI62DSULSWIT3,1,4
A1914ELGX2RKRI,9,27
A3QR1SNLWBD8CF,4,14
A28D8FT2NNCS2Z,1,3
AOXEI8WJOK1R3,1755,7034
A2UOPMRZWK9HD1,18,61
A3LNGVNDNMG4MT,8,26
A3W2N6FHHKB6XJ,2,6
A1NV0DFDMEE6XN,9,27
A1VSHTKFZZBH0H,5,15
A1EH95FQOVIYM,2,6
A25LVFDH7QU86Q,2,6
A3TJSX7SRFQ2K1,50,151
A1G9SOE51HET8E,8,26
APHZUSTHK6SPC,5,15
A3IUFB291VBIQZ,2,6
A8MNWNLK45B2U,4,12
A3TTB6YQ8ESPXM,1,3
A35DHS0DEVR5EH,4,12
ASV4XP5ZZQLA5,7,22
A2YGHGJM0YVPN5,11,34
A2Z3IXZ17E88J4,1,3
A18VQKMWG7OXZC,801,2409
A1TCS93QY7T009,799,2405
A12DTID6WNPJ00,1755,7110
A3GW3DTY0M88PX,1755,7039
A27BYE6ZZYHOBS,1,3
A12T8TZV4EKR8,3,9
A3RUXTIR7OEZVG,289,928
A289A86JJ82TIF,171,514
A39OK65FUWEREH,6,18
A2XSC9GBRQWPWL,1,3
A2RF9CKEPLNA9L,1,3
A2L993M7RPWORR,1755,7166
A2YBVXIYPKY75P,2,6
A3DX5F0CW34Y9,5,16
AXHZJTU8UGHTJ,2,6
A39KFIO9XAOE4Y,903,2862
A2FKJWY32KNZD1,2,6
A2T3S0LT8BMGXK,1,3
ACQI6284S34GW,3,10
A38FBNJL4U151N,1755,7020
A22V1QKCB0OANT,9,28
A2C8S6FTLHH4I2,880,2803
A3PP8YYMEAAMHM,330,1040
A2TBAUW2W7J538,854,2647
A23JSVEUJPAK6F,1,3
A2I9HQB5LYLQMZ,1,3
A1C2M6GSNZUJ1C,9,27
A1O7G2PW6LGL0G,1777,7339
A1JAHS5OQEXQCP,1,3
AZ40BVI3QY8GN,799,2408
A294O3372JA3OC,4,12
A37AQI4AU3JWSR,6,19
A29YJBBEGMAJT7,3,9
AWO7I8YIL4WM3,1,4
AU511Q770HHXE,1,3
A2WHDH6OL1EAB4,14,46
A2SMKVIETB8PV,9,28
ANHNGUO1MOWO9,16,50
AIRZAEK6LLYQ,2,6
A2ZQNHVX48QSSV,1755,7029
A31WHBS2M8KRZY,2,6
A35L775VMC0BKL,2,6
A1MJYUP6PFOXRH,885,2772
A3LLVFFNKSSBDK,2,6
ADH9KILY58UCK,5,16
A10NTMX12J4439,44,137
A1O39KUP223WGN,1,3
A2XJ3VCUY3C8ZF,1757,7166
A1IQ2D0CS6PCRX,14,44
A2PRAAROPJK15Z,1755,7076
AZ03MLOPARYO5,1,3
A3J6F8VIWGMHGS,1755,7026
A2EBKLG0JI57W1,7,21
A3VKOZWCF4ZKPI,1755,7059
A22GQJVDW9U2V3,11,34
AWV1R4V5W6Y51,2,6
AKUQB7KL4EYQ6,87,262
A1ELABICJ16V4X,3,9
ARIMEAUPF72ZY,2,6
A1EEPZEQAB7JC4,3,9
AGGSBE6BX7JV,1,3
ABKLIFI9YGAKK,1755,7029
A1Y4QXKMFLT3H4,1,4
A27UHZHTVD2AWF,2,6
A387ZPC296CQ7O,1,3
A2HWSXL61V29X4,63,195
A2B6TWCYRW7B6Z,6,19
AKJNBQXQ22GLS,7,22
A10B32GI0QS1X1,13,39
A1QM4S4R98BB6W,29,88
A3JKBCAHWL0I5Y,8,25
A2FDE5A1AADBLB,2,6
A398KTLOT4QGQP,1,3
AK13ZYH40ERJ0,6,18
A1716GJKI13M02,49,147
A1SJAR7ID0424U,4,12
A2TF4MPC3HV0OY,2,6
A1SZM3DHCWW0YC,810,2446
A1A0Q0WTVSYQ17,1,3
A1CC0LN1ZE95B9,1,3
AFYPYQAFA31JU,2,6
A1YG827R96ZMNN,13,39
AWPFDWFKYYIF4,1,3
A2TREXZ34AW728,16,48
A35MBKI875TNWZ,1,3
A2YO4Q6Z40YBLN,1,3
A1I0POKBMICMQM,6,18
A2WQYY3GDWF0LS,13,41
A2OVB4QKHZBB45,2,6
A22QGR6KEFJFGY,4,12
A3DLRCC45S85QN,10,32
A2Z80A3P7F212B,808,2453
A3UVSSAPUNAVAW,1,3
A3OERS47WQO5AJ,1755,7084
A20LG3BSONGYA,9,27
A2VY4F62JE9HCJ,1779,7327
A1RE1QSN05CWGN,1756,7113
A8V41OENWK9WF,5,15
A1G2KAMS47BI8W,54,163
A3F0KJZ0L9X51I,2,6
A39UT7W5BF1I2C,1755,7038
A2VFPNW6YW4R0D,1,3
A18X5X3Y5JDWY2,86,269
A3OKJGVP7U00A,1755,7029
A1P6B3578VZK6T,13,39
AMGUVF20JAOG8,1760,7236
A1OO7Z2WJ1N30I,8,25
A2EQHXDI4U5S5O,169,509
ASFUGHSEMPY63,1,3
A31JR54VAF8HND,23,69
A8BB67VYOYGT8,71,229
AFQH984YJIETI,2,6
ATPCCFBIXGLWH,3,9
A1SMOG7XY23SIY,63,200
A1IAB4HGDTB1YP,1759,7157
A34H0OPSYRSH82,3,10
A1DPJRLK7SJJ8G,1755,7040
AVETN8T895QP9,1,3
AW8EJYDLSATCU,1755,7026
A18HBS5NAIBTAK,2,6
AQZFHJ4M61527,7,21
A23U6TEV783EY2,2,7
A2O1MN9I6T6ROZ,799,2405
A3DW6XJGF978AT,1755,7020
ATV4DSPQLX7P5,1,3
AJV51AT3VVDLA,1755,7034
A2GFSTKDOHGOE9,845,2649
A17MLUII03C5JP,1,3
A271NPTKPBRAAP,6,18
AHBDFM96TCW6C,4,12
ALT15G99VXKEH,804,2449
A3S6O158RAX6OH,6,19
AELKNLE4WOL5E,3,9
A2DL61Q3YPXBJ5,1,3
AD4MJT7YYVHP7,1774,7194
AD7GBXVFDL0Q9,7,22
AQT4V74P38PPU,3,9
A23TL6KVVM09LN,1,3
A2T0XZWMEQ9M5S,793,2388
A2JQWSA0GPVSQN,137,418
A19Q4B515ENF9C,1,3
A3KYLM40M50TJY,6,18
A17OA5A06LI2C1,825,2538
AORQT5DZNUTSN,298,941
A3I8K0WNU0X04Q,3,9
AJ1FWUUFW1RDN,1,3
AHSV8TMH55KUT,3,10
A32MM7LC8XBFY5,3,9
A185KIXEY9QZRQ,64,228
A2WNBESAB2IZOB,3,9
A111Z02IT1AYXU,820,2511
A1ACM07QSM2LYI,803,2433
A37OUUA0IOTJP6,200,610
A2RVY2GDMZHH4,429,1450
A1Y200FSB7XBP3,3,10
A2DORY9OEE007E,1755,7035
A2VPG1RLL2CICB,1,3
A3QT98E8JEJYFH,1,4
A1UTL7SY8ZOO5W,1,3
A2NNN7YSOCCCT5,1755,7028
A1R4PLLI83D3D4,24,75
A1G33WF2FE3AR0,32,97
A25WGC1PNEPM2M,811,2453
A1B2K2E3H21JND,262,825
A2L2RSL3XR703,1,3
A14Q1WGNF9DM3A,1,3
A36DLMBFIDXYMJ,3,9
A39P7FC5WIEE6J,28,88
A3OVUY7IUK0G4S,1,3
A3V6MF8K5PULOQ,1785,7273
A34HLW4MIAFHB4,12,39
A1ES9WKZ2SIADX,48,146
AE6LMOU34AGSI,3,9
A24AIVYC3AJK5T,1,3
A2SGQ6RZAZTW4H,7,21
A3IRDPOOJRV5R3,2,6
A2H2JOQB4TC8S9,798,2409
A35MPHCIZ62WAX,1,3
A33KT18XS878SG,2,6
A3PSA0VNP2TXW0,15,45
A2F3OWGA2DOKF5,3,9
A1ARYK0MUG0DTR,1755,7143
A1MPJG0PVJA90P,802,2422
A3HNNVSS9TDRJ6,129,465
A2LSZHNFMUPSWC,1755,7066
A1S0F1JAVOAUFY,5,18
A1Y6Q3MFJHZ46X,7,21
A1NSYQSIVKJP99,791,2373
A1KQTC9I1BTOT2,17,55
A1X2LG1ZBKUMRD,1,3
AG85ZRBNWCJRR,4,12
A3TRCQWPS6P37D,833,2544
A31M10B7RW36F4,6,18
A2Q2YZE0TBGTY4,1755,7031
A2BNBGURVAY9Y5,1,3
A3OQYZCITM0767,1755,7055
A3LGT6UZL99IW1,1,3
A2LSIGPM9FBVXZ,12,39
A2MGDI3REBECTQ,18,54
A2TVPR5LBSGKYY,1806,7468
A3TIK3JTY23G2W,1,3
A3BS0FJWY85SHM,2,7
A1QFZBIU58C86Q,240,760
A1SZV27UAU3HI7,4,14
A3G4UIUJ3SH3LQ,8,24
AS421KUEDNJ5V,1787,7229
A1T195MPCTUR50,1,3
ANWNBVWBMH2HG,3,9
A2HNHNKX6I9LB6,5,15
A1SL6EPQT3HPLR,12,37
AY3FXAAUZ0CYV,20,60
A3HADFBAQX9WDV,1,3
A8I8WH1MS2455,129,405
A115PQMHXH8DNT,1,3
A1AU1S3G1F34UR,1755,7145
AZL0NBI1YNAMC,56,170
A21SDHUK1JBDDO,10,30
A2FAW4T8UC4VLZ,3,10
A2JA8Z7RDA8NTT,798,2408
A328PY2KRHH8BM,1,3
APYKLMJ19NZ0V,793,2381
A219Q7ME4UTC27,3,9
A21XEVW4LRYSTA,1,3
A3785WLDPN7UB5,3,9
A160OTZD7D1RFS,3,9
A7WYVCVFTR5M3,46,141
A1BCZZ4HW1EB3B,9,27
AOFF0M5C0E581,2,6
A27C38HLIA4444,19,58
A6Z6PU5UZRA8K,51,154
A302AZAERKBM4I,1755,7020
AJ0O3NSIQHILP,1,3
A1CN8ZY0UUWPJ7,10,31
A2YPF6OL3C9SHX,11,33
A1RXRM53MT2ZDU,2,6
A5Y1PJIOU21WD,46,138
A2YHG0MWW826EA,7,22
A3CRQB9GFERD8T,1825,7650
ABCBMGES4BNWD,1,3
A2HL29U0EGKXVB,9,27
A29UMFTOMGN4VU,1,3
A1LOML5R386FZE,2,7
A94QJ3Z8G7936,1,3
A2S4DXQ6HVVUGD,15,46
A2LJ4WKJGEPIER,3,9
A3L1GFWOR6VS1G,2,6
A2XKRTDDV4JCRN,1755,7096
A1VAUZRF5PUSOZ,8,24
A3PGQWCSJPCYDH,15,47
A211PLVHHUCRRI,1963,8176
AATLRSGTD4HJJ,1,3
A2N7F3MVCTAOYP,1867,7846
A2U6LH70DL4DF4,2,7
A2WROWUBLQ9GZZ,1803,7525
AT0T4MTVAW0VX,63,191
A1WLH57DO9JW6O,11,34
A3MPUY1XBX45Y9,5,15
A2ZGEV4CTSCTIZ,14,46
A3S4APK67QVUW,5,16
A21U72YEAOFWIK,240,751
A25QJ9J37B05GH,1,3
A2EOYNPG53CZOA,5,15
ARKYBEQCGHT96,32,98
A2JT510MXT0XHN,75,231
A1SQMM17X1QANQ,4,12
APE70JCKHXQC3,2,6
A208YEITRPNBH6,1,3
A37ULN8FR5KGGQ,3,9
A1YA2BPU7CVNJD,209,719
A2UEKUA2PACJ1,1,3
A1YR3RVSBZK8CW,102,343
A1MI9FDCNB3CMR,45,139
A2FJT0ZSFF3YJ8,36,108
A3TE1JJJZ9SV36,1756,7093
A266CD8KZD20Q,46,138
AM7ID8ASPQAFS,28,88
AR0TID0Y19R2X,21,63
A24AQ24CD6865K,33,103
AW8YZASJMXYO6,1,3
A2ZF3JJRIPFRUI,2,6
A1NR87CCN4I5ZT,8,24
A36S1Y90ZJEZU2,1,3
AXFNC11IE5NYW,345,1105
A32F7S30VL9POJ,833,2568
A2BNE2BF9NGNE4,1,3
A2V0DKRTAQQLDA,5,15
A2XNOYUWVGRLIL,10,30
A16L52ZN6ENX1,3,9
AY1QVDX37MX16,186,559
A1J01PK967MXW,5,19
A3F2X7W5UMNVCY,15,46
A1JXNQ50NK1C2,1,3
A3HSR22ATRJOU,1755,7033
ACNSSLP1POGN6,1,3
A1LX8K5L3CGC1A,91,273
A3M124MHVHX9RR,1,3
A2W03JTG0K5OKF,2,6
A2M0C4CV5OSI1R,1,3
AC5FWEVBSN9O8,3,9
A14ZM0AX0LZNT9,6,18
A1RGN7ZK1S58TZ,1,3
A3GSBNVP2LPFRB,19,58
A1F58ZSA8495PB,1755,7064
A1IT51TW0UI2LM,1757,7328
A2E5VWCKO2G2PZ,1755,7022
AJORX8PDEWL7W,14,49
A18EJQ60KG4IPJ,3,9
A8Y9GOR79HVAY,2,7
